KATEGORI,PERTANYAAN,JAWABAN,REFERENSI
Stunting,Bagaimana Gen Z bisa menggunakan creative content untuk kampanye anti-stunting?,"Gen Z dapat menggunakan creative content, seperti video pendek di TikTok, untuk kampanye anti-stunting dengan cara membuat konten yang relevan, menarik, dan mudah dipahami oleh sesama anak muda. Misalnya, kampanye #SadarStunting 2022 memanfaatkan format video vertikal, melibatkan talent muda, menggunakan unsur humor, musik, dan tema kekinian yang dekat dengan kehidupan Gen Z. Konten tersebut tidak hanya mengedukasi tentang pencegahan stunting, tetapi juga membangun kesadaran akan pentingnya persiapan pernikahan, kehamilan, dan pola hidup sehat sejak remaja, sehingga pesan kampanye lebih efektif dan mudah diterima oleh target audiens muda.",https://www.researchgate.net/publication/373377607_Penggunaan_Ahli_dan _Komunitas_dalam_Kampanye_Sadar_Stunting_Genbest_Tahun_2022
Stunting,Apa tanggung jawab kita sebagai Gen Z dalam mengatasi masalah stunting di Indonesia?,"Tanggung jawab Gen Z dalam mengatasi masalah stunting di Indonesia meliputi beberapa hal penting, antara lain:
  - Meningkatkan pengetahuan tentang nutrisi dengan mengedukasi diri sendiri mengenai pentingnya gizi seimbang melalui berbagai sumber terpercaya seperti seminar, buku, dan informasi digital.
 - Mempraktikkan pola makan sehat sejak dini sebagai langkah pencegahan yang juga akan menjadi contoh baik ketika membangun keluarga di masa depan.
 - Mendukung dan berpartisipasi aktif dalam program pemerintah yang bertujuan menurunkan angka stunting, seperti penyuluhan kesehatan dan kampanye nutrisi.
 - Mengadvokasi pentingnya gizi di lingkungan sekitar melalui media sosial, kegiatan komunitas, atau organisasi di sekolah dan kampus untuk meningkatkan kesadaran masyarakat luas.
 - Memahami dan menyebarkan informasi tentang stunting, penyebab, dampak, dan cara pencegahannya agar dapat menjadi agen perubahan yang peduli terhadap kesehatan anak-anak di masa depan.
  Dengan peran tersebut, Gen Z dapat membantu mengurangi prevalensi stunting di Indonesia dan memastikan generasi mendatang tumbuh sehat dan kuat. Edukasi sebelum pernikahan mengenai pentingnya asupan gizi juga sangat penting untuk memutus siklus stunting.",https://www.kompasiana.com/intannurfadillah2189/667056c1c925c45ac36a7242/mencegah-stunting-stunting-pentingnya-kesdaran-nutrisi-bagi-gen-z-sebelum-mempersiapkan-pernikahan?page=2
Stunting,Bagaimana cara meyakinkan teman yang masih kuliah bahwa stunting adalah masalah yang relevan untuk mereka saat ini?,"Untuk meyakinkan teman yang masih kuliah bahwa stunting adalah masalah yang relevan untuk mereka saat ini, bisa dengan menjelaskan bahwa pemerintah melalui BKKBN telah meluncurkan program ""Mahasiswa Peduli Stunting"" (Mahasiswa Penting). Program ini secara khusus melibatkan mahasiswa dari berbagai perguruan tinggi untuk berperan aktif dalam upaya pencegahan dan penurunan stunting di masyarakat melalui kegiatan seperti KKN Tematik, Merdeka Belajar Kampus Merdeka (MBKM), dan pengabdian masyarakat lainnya. Dengan terlibat dalam program ini, mahasiswa tidak hanya berkontribusi pada penyelesaian masalah nasional, tetapi juga mengimplementasikan ilmu yang mereka pelajari dan memperkuat peran mereka sebagai agen perubahan di masyarakat. Jadi, isu stunting bukan hanya urusan pemerintah atau tenaga kesehatan, tetapi juga sangat relevan dan membutuhkan partisipasi aktif mahasiswa pada masa sekarang.",Buku pegangan “Mahasiswa Peduli Stunting (mahasiswa penting)”
Stunting,Apa perkembangan riset terbaru tentang stunting yang perlu diketahui oleh Gen Z?,"Perkembangan riset terbaru tentang stunting yang perlu diketahui oleh Gen Z adalah bahwa penurunan prevalensi stunting di Indonesia terus diupayakan melalui berbagai program dan target nasional. Data terbaru menunjukkan bahwa prevalensi stunting di Indonesia menurun dari 24,4% pada tahun 2021 menjadi 21,6% pada tahun 2022, namun angka ini masih di atas standar WHO yaitu kurang dari 20%. Pemerintah menargetkan penurunan prevalensi stunting menjadi 14% pada tahun 2024 dan 18% pada tahun 2025 dengan program-program seperti Makan Bergizi Gratis yang menyasar ibu hamil dan anak balita. Penanganan stunting dilakukan secara multisektoral, melibatkan perbaikan gizi, sanitasi, dan lingkungan hidup yang sehat, serta edukasi kepada ibu hamil dan keluarga. Selain itu, riset juga menyoroti dampak jangka panjang stunting terhadap kemampuan kognitif dan kesehatan anak, sehingga penanganan stunting tidak hanya soal tinggi badan tetapi juga perkembangan otak dan kemampuan belajar anak. Pendekatan intervensi gizi prenatal dan pasca kelahiran serta penguatan sistem kekebalan tubuh anak juga menjadi fokus penting dalam riset terbaru untuk mencegah dan mengurangi stunting.",https://sehatnegeriku.kemkes.go.id/baca/rilis-media/20230125/3142280/prevalensi-stunting-di-indonesia-turun-ke-216-dari-244/
Stunting,Apakah sosial media mempengaruhi persepsi Gen Z tentang stunting?,"Ya, sosial media sangat mempengaruhi persepsi Gen Z tentang stunting. Paparan informasi di media sosial, seperti kampanye edukasi dan konten dari influencer, dapat meningkatkan pengetahuan dan sikap positif terhadap pencegahan stunting. Namun, penyajian informasi yang tidak tepat atau berlebihan juga bisa memicu persepsi yang salah atau bahkan negatif.","https://mum.id/news/pengaruh-sosial-media-bagi-kesehatan-mental-gen-z-di-indonesia#:~:text=Dampak%20Negatif%20Penggunaan%20Berlebihan,terhadap%20kesehatan%20mental%20Generasi%20Z."
PIK Remaja,Apa itu PUP dan kenapa kita Gen Z harus peduli?,"PUP adalah singkatan dari Pendewasaan Usia Perkawinan sebagai upaya untuk meningkatkan usia pada perkawinan pertama, sehingga pada saat perkawinan mencapai usia minimal 20 tahun bagi perempuan dan 25 tahun bagi laki-laki. Gen-Z perlu peduli dengan PUP karena usia kawin yang terlalu muda berisiko pada kesehatan ibu dan anak, seperti Resiko pada proses kehamilan misalnya keguguran pre-eklamsia dan eklamsia infeksi anemia kanker rahim dan kematian bayi serta dapat beresiko pada proses persalinan misalnya prematur BBLR (berat bayi lahir rendah) kelian bawaan kematian bayi dan kematian ibu. Selain itu, menunda usia perkawinan memberi kesempaatan bagi remaja untuk menyelesaikan Pendidikan, mencapai kematangan emosional dan ekonomi, serta dapat merencanakan keluarga secara lebih baik sehingga dapat mewujudkan keluarga yang bahagia dan Sejahtera.","https://sosdp3ap2kb.malangkota.go.id/2019/07/16/pendewasaan-usia-perkawinan/ , 2019"
PIK Remaja,Mengapa pendewasaan usia perkawinan (PUP) dikatakan penting untuk kita sebagai remaja?,"Penundaan atau pendewasaan usia perkawinan sangat penting agar setiap pasangan mempunyai kematangan dalam segala aspek diantaranya kesiapan psikis, fisik, ekonomi, sosial, dan pendidikan sebelum mengarungi bahtera rumah tangga agar tercipta stabilitas perkawinan dan mencegah kegagalan perkawinan yang dapat dihindari.","Materi Program Pendewasaan Usia Perkawinan https://123dok.com/article/materi-pendewasaan-perkawinan-deskripsi-program-pendewasaan-perkawinan-bkkbn.ynew9r0y , 2017"
PIK Remaja,Bagaimana cara kita sebagai Gen Z membantu mencegah pernikahan dini di lingkungan kita?,"PIK R dan Genre efektif untuk mencegah perkawinan anak karena didasari oleh peran teman sebaya yang cenderung lebih mudah didengarkan oleh remaja dibandingkan melalui orang tua karena yang mengkampanyekan kepada mereka adalah mereka sendiri, jadi pendewasaan usia perkawinan itu remaja sendiri yang mengajak teman sebaya untuk menghindarinya, ketika yang menyampaikan adalah konselor dan pendidik sebaya di kalangan mereka sendiri, maka akan lebih efektif karena mereka bisa merasa lebih nyaman.","https://www.antaranews.com/berita/3696021/bkkbn-PIK R-dan-forum-genre-efektif-cegah-perkawinan-anak , 2023"
PIK Remaja,Apa saja indikator kesiapan untuk menikah versi BKKBN yang perlu dipahami Gen Z?,"a.	Persiapan Fisik
-Alat reproduksi berfungsi dengan normal.
-Kesehatan fisik secara umum: kesehatan jantung, paru-paru, dll.
-Mempersiapkan nutrisi yang baik sebelum kehamilan.
b.	Persiapan Psikologis
-Kematangan tertentu secara psikologis untuk menghadapi tantangan-tantangan ketika berumah tangga.
-Menjaga keseimbangan emosi/ perasaan jiwa.
c.	Persiapan Kognitif 
-Kesiapan diri terhadap perbedaan kultur, ilmu dan emosional.
-Memahami kelebihan dan kekurangan pasangan
-Memahami perbedaan pola pikir pasangan.
d.	Persiapan ekonomi/keuangan
Pernikahan tidak hanya berdasarkan cinta, namun juga harus mempertimbangkan persiapan finansial untuk memenuhi kebutuhan ekonomi keluarga.
",Buku Promosi dan Konseling Kesehatan Reproduksi Bagi Kelompok Kegiatan PIK Remaja (PIK R) 2019
PIK Remaja,Apa saja resiko yang dapat terjadi jika seorang remaja hamil dibawah usia 21 tahun?,"a.        Dampak pada Ibu
-resiko kematian ibu, pada ibu risiko kematian atau komplikasi dalam kehamilan akan meningkat dikarenakan organ reproduksinya belum siap untuk menjalani proses persalinan
-Tekanan darah tinggi dan keracunan dalam kehamilan
-depresi pasca melahirkan (baby blues syndrome), remaja Perempuan lebih berisiko mengalami depresi pasca melahirkan karena merasa tidak siap, terutama jika tidak mendapat dukungan dari keluarga dan/ pasangan
-aborsi
b.        Dampak pada bayi
-Bayi lahir premature
-bayi berat badan lahir rendah/BBLR (kurang dari 2.500 gr)
-risiko kelainan pada bayi",Buku Promosi dan Konseling Kesehatan Reproduksi Bagi Kelompok Kegiatan PIK Remaja (PIK R) 2019
PIK Remaja,Gimana kalau ada remaja yang sudah terlanjur menyalahgunakan NAPZA?,"Bagi remaja yang sudah menyalahgunakan NAPZA perlu upaya pencegahan, terapi (perawatan) dan rehabilitasi untuk memberikan pemulihan pada kondisi fisik dan psikisnya. Dengan pemulihan secara fisik maupun psikis anak dan remaja akan dapat kembali pulih dan perilaku adiktif mereka dapat diubah sehingga mereka dapat kembali menjalankan perannya dalam keluarga maupun masyarakat. Upaya penanganan gangguan penggunaan NAPZA pada Anak dan Remaja juga dilakukan dengan pendekatan promotif, preventif, kuratif dan rehabilitatif. Sehingga memerlukan pendekatan yang khusus dan berbeda dengan orang dewasa. Proses rehabilitasi harus mempertimbangkan kondisi psikologis, sosial, dan biologis anak dan remaja yang sedang dalam fase perkembangan.","Pedoman Tata Laksana Gangguan Penggunaan NAPZA Pada Anak dan Remaja, Kementerian Kesehatan https://perpustakaan.kemkes.go.id/isbn/pedoman-tata-laksana-gangguan-penggunaan-napza-pada-anak-dan-remaja , 2024"
PIK Remaja,Apakah benar NAPZA itu bisa memicu masalah kesehatan mental?,"Ya, Selain menyebabkan kerusakan pada organ-organ tubuh, penyalahgunaan narkoba juga dapat merusak kesehatan mental penggunanya. Diantaranya:
1.	Gangguan Kecemasan dan Depresi: walaupun narkoba bisa membuat penggunanya merasa tenang dan rileks untuk mengatasi perasaan cemas, stres, dan depresi, efek ini ternyata hanya bersifat sementara. Penggunaan narkoba dalam jangka waktu yang lama dapat memperburuk gangguan kecemasan dan depresi yang sudah dialami, bahkan dapat memicu gangguan mental lainnya.
2.	Meningkatkan Risiko Psikosis: Beberapa jenis obat-obatan psikotropika, seperti LSD dan ekstasi, dapat menimbulkan gejala-gejala psikotik, seperti halusinasi, delusi, dan gangguan realitas lainnya yang menyebabkan penderitanya bisa melihat, mendengar, mencium, atau merasakan hal-hal yang sebenarnya tidak ada. Selain halusinasi, narkoba juga dapat meningkatkan risiko gangguan kejiwaan lainnya, seperti bipolar dan gangguan psikotik kronis, seperti skizofrenia.
3.	Merusak Kemampuan Berpikir dan Fungsi Kognitif
Penggunaan narkoba dalam jangka waktu lama dapat menyebabkan perubahan pada sel saraf otak Perubahan ini kemudian akan menyebabkan gangguan pada fungsi otak yang mengendalikan kemampuan berpikir dan berkomunikasi. Akibatnya, daya ingat dan konsentrasi akan menurun, sehingga penderitanya akan mengalami kesulitan dalam berpikir dan mengambil keputusan yang tepat.
Penggunaan narkoba yang bersifat stimulan, seperti metamfetamin dan ekstasi, juga dapat merusak fungsi kognitif penggunanya, sehingga mempengaruhi kemampuan belajar dan konsentrasi dalam jangka panjang.
4.	Ketergantungan Emosional dan Perubahan Suasana Hati
Zat-zat dari narkoba akan masuk ke otak lewat aliran darah dan berinteraksi dengan sistem limbik di otak untuk melepas emosi atau perasaan senang, tenang, dan bahagia. Hal ini dapat menyebabkan pengguna narkoba kehilangan kendali atas impulsnya. 
Setelah efeknya berakhir, pengguna narkoba cenderung akan mengkonsumsi narkoba lagi untuk mempertahankan efek emosional positif yang sempat mereka rasakan. Jika digunakan secara terus menerus, hal ini dapat menyebabkan ketergantungan emosional pada narkoba, atau kecanduan.
Pecandu narkoba bisa mengalami perubahan suasana hati yang ekstrim, terutama yang mengkonsumsi kokain atau amfetamin. Kedua jenis narkoba ini dapat menimbulkan perasaan euforia tinggi, yang kemudian berubah menjadi kelelahan, kecemasan, dan depresi, setelah efeknya hilang.
5.	Perubahan Perilaku
Karena kemampuan mengontrol impulsnya terganggu, pengguna narkoba cenderung tidak bisa mengendalikan perilakunya, misalnya mudah menjadi agresif atau melakukan kekerasan, baik secara tindakan maupun ucapan. Narkoba juga bisa memunculkan pikiran untuk menyakiti diri atau bunuh diri, terutama pada remaja dan anak-anak muda yang mentalnya lemah.
","Kementerian Kesehatan, https://ayosehat.kemkes.go.id/bahaya-narkoba-bagi-kesehatan-mental , 2025"
PIK Remaja,Bagaimana cara remaja bisa terbebas dari bujukan atau tekanan teman untuk menggunakan NAPZA?,"Dapat dengan mengadakan program pelatihan misalnya ketrampilan psikososial. Program latihan ini diterapkan atas dasar teori belajar, yang mengatakan bahwa gangguan penyalahgunaan Napza merupakan perilaku yang dipelajari individu dalam lingkup pergaulan sosialnya. Perilaku ini mempunyai maksud dan arti tertentu bagi yang bersangkutan.Dalam pelatihan ini terdiri dari dua golongan yaitu,pertama Psychological Inoculation dalam pelatihan ini diputar film yang memperlihatkan bagaimana remaja mendapatkan tekanan dari pergaulannya, kemudian dalam hal ini dikembangkan sikap remaja untuk menentang dorongan dan tekanan tersebut.Kedua Personal and Social Skill training kepada remaja dikembangkan suatu ketrampilan dalam menghadapi problema hidup umum termasuk merokok dan penyalahgunaan Napza. Ketrampilan ini mengajarkan kepada remaja agar mampu mengatakan tidak, serta mengembangkan keberanian dan ketrampilan untuk mengekspresikan kebenaran, sehingga remaja terbebas dari bujukan atau tekanan kelompoknya.","Buku Panduan Pencegahan Penyalahgunaan NAPZA, BNN https://bnn.go.id/pencegahan-penyalahgunaan-napza/ , 2013"
PIK Remaja,Apa itu KNPI?,"KNPI adalah singkatan dari Kissing, Necking, Petting, dan Intercouse. Kissing diartikan mencium dengan Hasrat seksual. Necking artinya mencium di bagian leher atau merangsang di bagian telinga pasangan. Petting, yang diartikan bercumbuan dengan cara menggesek-gesekkan penis ke vagina dengan masih memakai baju, memegang alat vital pasangan atau mengeluarkan sperma di vagina. Sedangkan, Intercourse atau melakukan hubungan seksual/bersetubuh selayaknya suami istri. Itu semua merupakan aktivitas/perilaku seksual remaja atau gaya berpacaran yang tidak sehat.  Oleh karena itu, hubungan seks sebelum menikah perlu untuk dihindari karena banyak akibat yang bisa merugikannya.","Modul Pegangan bagi Fasilitator PIK R “Rencanakan Masa Depanmu” https://www.slideshare.net/slideshow/modul-pusat-informasi-konseling-remaja-PIK R-bkkbn-program-prioritas-nasional-pro-pn-2019/214544354 , 2020"
PIK Remaja,Kenapa remaja tidak dianjurkan diet demi bentuk badan yang ideal atau bagus?,"Memang biasanya di usia remaja banyak yang memiliki keinginan untuk berdiet demi mendapatkan bentuk badan yang ideal. Namun, anak muda sebenarnya tidak perlu berdiet sebab untuk menjadi sehat badan kita membutuhkan lemak dalam jumlah tertentu. Jika seseorang memiliki kelebihan berat badan/kegemukan sebaiknya dibantu oleh seorang dokter atau ahli gizi untuk mengurangi berat badannya.","Modul Pegangan bagi Fasilitator PIK R “Rencanakan Masa Depanmu” https://www.slideshare.net/slideshow/modul-pusat-informasi-konseling-remaja-PIK R-bkkbn-program-prioritas-nasional-pro-pn-2019/214544354 , 2020"
BKB,apa dampak era layar pada perkembangan anak,"Dampak era layar pada perkembangan anak antara lain, mendapatkan informasi dan pengetahuan terbaru (berita), sebagai hiburan yang murah, memberikan tayangan yang layak ditonton anak anak misalnya film kartun yang mendidik dan menstimulasi otak anak, serta negatifnya antara lain, waktu menonton yang berlebihan, acara televisi tidak sesuai dengan usia, menghilangkan kesempatan anak untuk bersosialisasi dengan lingkungan.","Buku bahan penyuluhan bina keluarga balita bagi kader, menjadi Orang Tua hebat dalam mengasuh anak usia 0-6 tahun buku 3 tahun 2014"
